flight_number,scheduled_departure_date_local,load_factor,special_service_requests,departure_delay_minutes
2290,2025-08-14,0.0079,0,41
3598,2025-08-08,0.0132,0,0
3694,2025-08-14,0.0132,0,8
4789,2025-08-12,0.0132,0,85
467,2025-08-13,0.0238,0,-1
5699,2025-08-04,0.0132,0,1
1538,2025-08-04,0.0056,0,-9
2683,2025-08-11,0.0060,0,-4
881,2025-08-04,0.0031,0,-1
1477,2025-08-13,0.0056,1,-2
2099,2025-08-01,0.0056,0,30
5225,2025-08-08,0.0200,0,9
972,2025-08-13,0.0063,0,12
1658,2025-08-01,0.0056,0,-4
286,2025-08-06,0.0056,0,-2
1801,2025-08-08,0.0171,0,138
2106,2025-08-04,0.0150,0,6
2106,2025-08-04,0.0150,0,6
695,2025-08-08,0.0056,0,0
265,2025-08-08,0.0079,0,5
2113,2025-08-07,0.0112,0,114
4568,2025-08-04,0.0400,0,-6
3440,2025-08-15,0.0132,1,-5
2005,2025-08-03,0.0067,0,0
4610,2025-08-01,0.0200,0,-7
3707,2025-08-10,0.0132,0,-6
5948,2025-08-07,0.0132,0,2
1324,2025-08-14,0.0050,0,1
2059,2025-08-07,0.0056,0,66
3641,2025-08-11,0.0132,0,-2
1830,2025-08-04,0.0067,0,-4
2148,2025-08-01,0.0067,0,62
1477,2025-08-10,0.0056,0,13
5608,2025-08-05,0.0200,0,-5
1859,2025-08-07,0.0079,0,16
4452,2025-08-01,0.0200,0,-2
1776,2025-08-13,0.0060,0,99
247,2025-08-04,0.0067,0,-1
2100,2025-08-10,0.0060,0,-5
944,2025-08-10,0.0031,0,8
912,2025-08-06,0.0057,0,190
708,2025-08-14,0.0079,0,20
2347,2025-08-12,0.0060,0,217
1776,2025-08-10,0.0060,0,111
611,2025-08-04,0.0043,0,-3
714,2025-08-08,0.0067,0,7
275,2025-08-01,0.0067,0,-4
1413,2025-08-05,0.0120,0,-10
2113,2025-08-04,0.0056,0,-2
1387,2025-08-03,0.0027,0,-2
845,2025-08-15,0.0031,0,62
2202,2025-08-10,0.0056,0,182
1785,2025-08-04,0.0056,0,-2
1580,2025-08-03,0.0120,0,38
972,2025-08-04,0.0031,0,31
1708,2025-08-11,0.0238,0,1
533,2025-08-06,0.0067,0,279
587,2025-08-04,0.0120,0,-6
1655,2025-08-02,0.0067,0,0
1538,2025-08-12,0.0079,0,-4
1314,2025-08-08,0.0050,0,-3
4588,2025-08-10,0.0200,0,94
2481,2025-08-13,0.0133,0,10
5748,2025-08-04,0.0143,0,0
4563,2025-08-05,0.0600,0,-10
4599,2025-08-13,0.0200,0,55
1580,2025-08-11,0.0060,0,-2
3716,2025-08-01,0.0132,0,114
980,2025-08-02,0.0082,0,58
5652,2025-08-05,0.0132,0,-6
1182,2025-08-02,0.0067,0,5
312,2025-08-10,0.0056,0,62
2202,2025-08-10,0.0112,0,182
2202,2025-08-10,0.0112,0,182
1775,2025-08-04,0.0056,0,0
1775,2025-08-04,0.0056,0,-1
2618,2025-08-08,0.0067,0,7
5836,2025-08-10,0.0400,0,91
2658,2025-08-11,0.0067,0,-6
1414,2025-08-01,0.0079,0,40
609,2025-08-01,0.0112,0,18
2154,2025-08-01,0.0056,0,0
1872,2025-08-10,0.0067,0,21
4530,2025-08-07,0.0200,0,275
1909,2025-08-04,0.0056,0,-7
881,2025-08-09,0.0031,2,0
5375,2025-08-03,0.0200,0,-4
1129,2025-08-07,0.0060,0,35
4463,2025-08-12,0.0200,0,142
5493,2025-08-06,0.0200,0,-7
2629,2025-08-01,0.0056,0,-2
563,2025-08-04,0.0100,0,3
1823,2025-08-14,0.0050,0,-4
5585,2025-08-14,0.0200,0,-4
1775,2025-08-10,0.0056,0,-1
2179,2025-08-04,0.0043,0,9
5712,2025-08-15,0.0132,0,-6
1577,2025-08-12,0.0043,0,-4
1477,2025-08-10,0.0056,0,13
5493,2025-08-13,0.0200,0,102
3700,2025-08-01,0.0132,0,-2
1823,2025-08-14,0.0050,0,-4
5712,2025-08-01,0.0132,0,4
5470,2025-08-11,0.0132,0,-1
1616,2025-08-04,0.0056,0,1
561,2025-08-04,0.0056,0,-4
5493,2025-08-08,0.0200,0,-6
5234,2025-08-01,0.0200,0,-5
1306,2025-08-10,0.0112,4,82
2652,2025-08-02,0.0060,0,23
4588,2025-08-10,0.0200,0,94
5915,2025-08-13,0.0200,0,-7
5045,2025-08-11,0.0200,0,-6
2865,2025-08-11,0.0060,0,0
2251,2025-08-15,0.0079,0,-4
1851,2025-08-12,0.0060,0,1
1538,2025-08-04,0.0168,0,-9
1538,2025-08-04,0.0168,0,-9
972,2025-08-14,0.0031,0,64
1124,2025-08-14,0.0056,0,5
5272,2025-08-13,0.0200,0,123
1328,2025-08-04,0.0056,0,-4
2251,2025-08-05,0.0079,0,7
1129,2025-08-05,0.0060,0,-4
2251,2025-08-05,0.0079,0,7
5376,2025-08-15,0.0143,0,-8
219,2025-08-13,0.0031,0,91
1967,2025-08-05,0.0050,0,8
288,2025-08-06,0.0057,4,131
1643,2025-08-06,0.0056,0,-9
2666,2025-08-08,0.0050,0,-5
2652,2025-08-02,0.0060,0,23
1899,2025-08-04,0.0159,0,-3
476,2025-08-12,0.0079,0,-5
2337,2025-08-08,0.0056,0,10
2092,2025-08-04,0.0060,0,-2
845,2025-08-14,0.0031,0,139
224,2025-08-09,0.0241,0,-14
224,2025-08-09,0.0241,0,-14
2426,2025-08-08,0.0056,0,38
1403,2025-08-05,0.0079,0,3
1525,2025-08-06,0.0079,0,2
3568,2025-08-14,0.0526,3,4
3598,2025-08-07,0.0132,0,19
788,2025-08-02,0.0056,0,-4
2243,2025-08-08,0.0067,0,1
5094,2025-08-03,0.0400,0,0
1815,2025-08-10,0.0050,0,6
2195,2025-08-10,0.0060,0,-1
286,2025-08-01,0.0120,0,-3
2067,2025-08-12,0.0060,0,-8
2278,2025-08-08,0.0050,0,111
2414,2025-08-05,0.0060,4,-5
1113,2025-08-06,0.0060,0,-10
5344,2025-08-09,0.0200,0,184
2040,2025-08-14,0.0056,0,-1
2385,2025-08-06,0.0060,0,-2
1584,2025-08-08,0.0050,0,-4
1832,2025-08-05,0.0060,0,-7
1077,2025-08-05,0.0060,0,-10
1834,2025-08-07,0.0060,0,10
1335,2025-08-15,0.0056,0,209
4425,2025-08-13,0.0200,0,-1
2414,2025-08-05,0.0060,0,-5
1612,2025-08-09,0.0168,0,57
2337,2025-08-14,0.0279,0,6
2337,2025-08-14,0.0279,0,6
1316,2025-08-12,0.0079,0,11
118,2025-08-01,0.0057,0,82
1634,2025-08-14,0.0056,0,-4
1580,2025-08-01,0.0060,0,45
5790,2025-08-06,0.0200,0,105
1815,2025-08-15,0.0133,0,96
2059,2025-08-15,0.0056,0,24
2155,2025-08-15,0.0043,0,94
1304,2025-08-12,0.0056,0,1
2494,2025-08-02,0.0056,0,5
5534,2025-08-06,0.0132,0,-3
5699,2025-08-15,0.0132,0,12
3601,2025-08-04,0.0132,0,-6
2653,2025-08-05,0.0056,0,-6
1834,2025-08-14,0.0060,0,534
2038,2025-08-07,0.0060,0,-7
3,2025-08-11,0.0060,0,18
1252,2025-08-03,0.0079,0,-3
1851,2025-08-14,0.0159,0,-5
5280,2025-08-10,0.0132,0,20
1347,2025-08-12,0.0056,0,-6
609,2025-08-01,0.0112,0,18
1398,2025-08-05,0.0120,0,-4
343,2025-08-13,0.0067,0,-6
3440,2025-08-12,0.0132,0,-7
845,2025-08-01,0.0031,0,16
5250,2025-08-15,0.0395,4,-1
1387,2025-08-02,0.0027,0,3
1983,2025-08-03,0.0056,0,0
2202,2025-08-11,0.0056,0,8
2657,2025-08-12,0.0056,0,31
3468,2025-08-03,0.0263,2,-3
5234,2025-08-14,0.0200,0,-6
374,2025-08-07,0.0159,0,21
411,2025-08-04,0.0159,0,12
2333,2025-08-11,0.0056,0,2
533,2025-08-04,0.0067,0,6
561,2025-08-04,0.0223,0,-4
349,2025-08-14,0.0060,0,104
739,2025-08-01,0.0079,0,24
987,2025-08-06,0.0063,0,185
503,2025-08-11,0.0043,0,3
482,2025-08-10,0.0079,0,15
2385,2025-08-06,0.0060,0,-2
422,2025-08-14,0.0031,0,3
2133,2025-08-13,0.0227,0,128
2133,2025-08-13,0.0227,0,128
1899,2025-08-04,0.0079,0,-3
763,2025-08-11,0.0120,0,-3
2179,2025-08-07,0.0043,0,4
1941,2025-08-05,0.0159,0,-8
2649,2025-08-01,0.0057,0,-3
2426,2025-08-03,0.0056,0,21
2666,2025-08-10,0.0150,0,-4
1941,2025-08-05,0.0159,0,-8
5819,2025-08-09,0.0400,0,-3
265,2025-08-03,0.0079,0,22
1634,2025-08-14,0.0056,0,-4
5215,2025-08-12,0.0200,0,-5
2635,2025-08-04,0.0079,0,43
1655,2025-08-10,0.0133,0,17
881,2025-08-13,0.0031,0,-1
1974,2025-08-13,0.0079,0,125
6002,2025-08-13,0.0143,0,1
929,2025-08-14,0.0299,6,-2
929,2025-08-14,0.0299,6,-2
4611,2025-08-13,0.0200,2,16
5646,2025-08-11,0.0200,0,33
2067,2025-08-11,0.0060,0,-9
5103,2025-08-04,0.0200,0,-5
378,2025-08-04,0.0050,0,0
5292,2025-08-04,0.0132,0,11
980,2025-08-02,0.0041,0,58
2106,2025-08-03,0.0050,0,20
4809,2025-08-12,0.0132,0,4
739,2025-08-05,0.0067,0,16
2201,2025-08-08,0.0056,0,-7
5470,2025-08-07,0.0132,0,-4
1335,2025-08-04,0.0056,0,4
1583,2025-08-09,0.0301,0,143
3685,2025-08-04,0.0143,0,-6
5795,2025-08-11,0.0132,0,-1
5729,2025-08-02,0.0200,0,-8
5225,2025-08-06,0.0200,0,35
1314,2025-08-14,0.0050,0,-1
5538,2025-08-03,0.0200,0,-3
312,2025-08-10,0.0056,0,62
2417,2025-08-05,0.0056,0,-1
1328,2025-08-08,0.0112,0,-8
4529,2025-08-11,0.0200,0,-7
5555,2025-08-07,0.0200,0,96
4563,2025-08-11,0.0200,0,-6
4791,2025-08-13,0.0200,0,58
3641,2025-08-09,0.0132,0,33
533,2025-08-11,0.0067,0,67
2347,2025-08-12,0.0060,0,217
1878,2025-08-02,0.0050,0,-3
1314,2025-08-06,0.0050,0,-5
2394,2025-08-07,0.0043,0,27
5790,2025-08-02,0.0200,0,-1
3464,2025-08-07,0.0132,0,8
5534,2025-08-06,0.0132,0,-3
275,2025-08-03,0.0133,0,-1
2635,2025-08-02,0.0079,0,0
4416,2025-08-05,0.0200,0,-7
1584,2025-08-14,0.0050,0,10
1224,2025-08-07,0.0056,0,-4
660,2025-08-12,0.0050,0,-5
2616,2025-08-06,0.0120,0,24
4778,2025-08-05,0.0200,0,-7
2290,2025-08-10,0.0056,0,55
4599,2025-08-13,0.0200,0,55
1421,2025-08-11,0.0050,0,-2
5274,2025-08-04,0.0200,0,-1
219,2025-08-07,0.0031,0,36
1252,2025-08-01,0.0079,0,-2
5521,2025-08-06,0.0200,0,-2
2347,2025-08-09,0.0060,0,19
1576,2025-08-07,0.0060,0,45
1538,2025-08-03,0.0079,0,-2
5737,2025-08-07,0.0263,0,16
5292,2025-08-11,0.0132,0,2
3468,2025-08-03,0.0263,0,-3
2677,2025-08-03,0.0057,0,7
5748,2025-08-12,0.0143,0,16
5125,2025-08-10,0.0400,0,22
2201,2025-08-14,0.0112,0,-3
763,2025-08-03,0.0060,0,-2
3598,2025-08-07,0.0132,0,19
374,2025-08-13,0.0079,0,3
576,2025-08-03,0.0050,0,0
2666,2025-08-01,0.0200,0,-8
4645,2025-08-11,0.0200,0,-2
5852,2025-08-07,0.0132,1,-10
5447,2025-08-04,0.0429,0,-7
1258,2025-08-09,0.0079,3,-5
5712,2025-08-05,0.0132,0,2
5577,2025-08-10,0.0132,0,57
2665,2025-08-12,0.0056,0,152
1775,2025-08-11,0.0056,0,5
714,2025-08-12,0.0159,0,24
714,2025-08-12,0.0159,0,24
4636,2025-08-04,0.0200,0,-2
5470,2025-08-15,0.0132,0,-4
1495,2025-08-14,0.0067,0,50
3614,2025-08-11,0.0132,0,0
1793,2025-08-13,0.0159,0,-6
310,2025-08-12,0.0079,0,31
1577,2025-08-12,0.0085,0,-4
503,2025-08-05,0.0043,0,-2
1168,2025-08-15,0.0050,0,7
2488,2025-08-10,0.0060,0,-4
1144,2025-08-11,0.0060,0,15
2067,2025-08-15,0.0079,0,43
4188,2025-08-07,0.0200,0,-6
247,2025-08-01,0.0067,0,-4
468,2025-08-03,0.0056,0,-2
2179,2025-08-15,0.0043,0,20
2629,2025-08-01,0.0056,0,-2
2629,2025-08-01,0.0056,0,-2
1801,2025-08-11,0.0043,0,12
5448,2025-08-10,0.0200,0,5
2640,2025-08-01,0.0079,0,-3
5607,2025-08-13,0.0143,0,30
4502,2025-08-12,0.0200,0,-7
2378,2025-08-10,0.0050,0,37
3663,2025-08-04,0.0132,0,12
2106,2025-08-10,0.0050,0,-1
970,2025-08-04,0.0126,0,9
970,2025-08-04,0.0126,0,9
987,2025-08-02,0.0031,0,5
2652,2025-08-12,0.0060,0,26
378,2025-08-01,0.0100,0,14
1933,2025-08-12,0.0223,0,21
2155,2025-08-09,0.0043,0,106
2138,2025-08-05,0.0060,0,40
2195,2025-08-01,0.0060,0,2
2138,2025-08-05,0.0120,0,40
1030,2025-08-10,0.0079,0,58
944,2025-08-11,0.0031,0,3
2691,2025-08-10,0.0056,0,6
5490,2025-08-10,0.0132,0,24
5490,2025-08-10,0.0132,0,24
5568,2025-08-02,0.0200,0,-7
3598,2025-08-02,0.0132,0,1
1306,2025-08-06,0.0056,0,-5
2665,2025-08-03,0.0056,0,16
3,2025-08-08,0.0120,0,2
1239,2025-08-04,0.0067,0,-4
2290,2025-08-05,0.0079,0,-3
5557,2025-08-11,0.0132,0,-8
5608,2025-08-08,0.0200,0,-9
2865,2025-08-10,0.0060,0,11
622,2025-08-07,0.0055,0,17
3668,2025-08-12,0.0132,0,-4
2232,2025-08-15,0.0060,0,-4
3604,2025-08-14,0.0263,0,13
2394,2025-08-09,0.0043,0,34
1347,2025-08-14,0.0056,0,-1
2254,2025-08-10,0.0050,0,-4
767,2025-08-03,0.0050,0,17
445,2025-08-08,0.0056,0,18
356,2025-08-14,0.0056,0,-4
721,2025-08-04,0.0056,0,-6
2148,2025-08-04,0.0067,0,11
1775,2025-08-04,0.0112,0,0
1775,2025-08-04,0.0112,0,-1
2100,2025-08-10,0.0301,0,-5
2100,2025-08-10,0.0301,0,-5
5849,2025-08-09,0.0132,0,-2
5395,2025-08-08,0.0143,0,-5
907,2025-08-09,0.0031,0,137
5763,2025-08-12,0.0263,0,-6
2494,2025-08-07,0.0056,0,32
1335,2025-08-12,0.0056,0,213
1842,2025-08-06,0.0050,0,215
2225,2025-08-10,0.0060,0,-2
2652,2025-08-08,0.0060,0,7
1583,2025-08-10,0.0079,0,11
1634,2025-08-14,0.0056,0,-4
4436,2025-08-08,0.0200,0,-6
1403,2025-08-07,0.0067,0,0
4184,2025-08-05,0.0400,0,-6
5946,2025-08-14,0.0143,0,6
1182,2025-08-09,0.0067,1,119
1564,2025-08-15,0.0060,0,7
1983,2025-08-01,0.0056,0,16
2092,2025-08-04,0.0060,0,-2
1660,2025-08-07,0.0050,0,-3
1785,2025-08-11,0.0112,0,9
1617,2025-08-09,0.0067,0,0
1655,2025-08-15,0.0067,0,36
3598,2025-08-02,0.0132,0,1
2658,2025-08-09,0.0067,2,6
2343,2025-08-15,0.0056,0,9
1144,2025-08-09,0.0060,0,77
2370,2025-08-11,0.0279,0,0
2370,2025-08-11,0.0279,0,0
2040,2025-08-06,0.0056,2,108
2661,2025-08-11,0.0060,0,-10
1980,2025-08-11,0.0060,0,4
276,2025-08-10,0.0050,0,43
1139,2025-08-07,0.0079,0,62
1617,2025-08-09,0.0067,0,0
1381,2025-08-08,0.0067,0,-8
1776,2025-08-10,0.0060,0,111
5021,2025-08-12,0.0200,0,51
4431,2025-08-15,0.0200,0,0
4517,2025-08-06,0.0400,0,-9
2640,2025-08-13,0.0238,0,122
2154,2025-08-09,0.0056,0,85
1538,2025-08-12,0.0079,0,-4
1658,2025-08-10,0.0056,0,-3
972,2025-08-12,0.0063,0,13
1599,2025-08-04,0.0027,0,-4
4712,2025-08-14,0.0132,0,56
4468,2025-08-02,0.0200,0,14
5250,2025-08-15,0.0132,0,-1
920,2025-08-04,0.0060,0,3
349,2025-08-10,0.0079,0,22
2133,2025-08-01,0.0057,0,107
5444,2025-08-11,0.0200,0,8
310,2025-08-10,0.0079,0,88
503,2025-08-13,0.0043,0,13
1785,2025-08-15,0.0056,0,19
907,2025-08-08,0.0031,0,45
1403,2025-08-07,0.0067,0,0
4552,2025-08-15,0.0200,0,5
2006,2025-08-06,0.0060,0,6
1182,2025-08-15,0.0079,0,2
476,2025-08-01,0.0159,0,0
1785,2025-08-15,0.0112,0,19
1923,2025-08-09,0.0056,0,65
1335,2025-08-04,0.0112,0,4
1178,2025-08-05,0.0079,0,-1
1398,2025-08-04,0.0060,0,3
5748,2025-08-04,0.0143,0,0
2426,2025-08-15,0.0056,0,8
2333,2025-08-10,0.0056,0,-1
374,2025-08-07,0.0079,0,21
3635,2025-08-08,0.0143,0,4
4436,2025-08-10,0.0200,0,-6
5999,2025-08-03,0.0132,0,-7
5795,2025-08-04,0.0132,0,-9
5964,2025-08-07,0.0132,0,0
1761,2025-08-14,0.0079,0,11
1899,2025-08-12,0.0238,0,196
1655,2025-08-04,0.0067,0,30
2040,2025-08-03,0.0112,0,19
2040,2025-08-03,0.0112,0,19
845,2025-08-04,0.0031,0,28
1659,2025-08-01,0.0112,0,7
3493,2025-08-15,0.0132,0,5
5624,2025-08-02,0.0263,0,-1
3700,2025-08-01,0.0132,0,-2
1920,2025-08-04,0.0056,0,28
1583,2025-08-01,0.0056,0,15
2649,2025-08-10,0.0057,0,4
2254,2025-08-11,0.0050,0,35
2426,2025-08-01,0.0056,0,5
2004,2025-08-08,0.0067,0,5
374,2025-08-15,0.0079,0,28
1785,2025-08-15,0.0056,0,19
1776,2025-08-10,0.0060,0,111
2104,2025-08-11,0.0223,0,-7
2104,2025-08-11,0.0223,0,-7
767,2025-08-14,0.0100,0,-5
1996,2025-08-06,0.0050,0,-6
1740,2025-08-03,0.0112,0,-2
1156,2025-08-08,0.0112,4,19
1617,2025-08-03,0.0079,0,-2
580,2025-08-02,0.0168,0,8
2147,2025-08-11,0.0133,0,34
2394,2025-08-09,0.0043,0,34
2683,2025-08-11,0.0060,0,-4
2677,2025-08-11,0.0057,0,-3
972,2025-08-12,0.0031,0,13
1859,2025-08-08,0.0079,0,-5
1306,2025-08-04,0.0223,0,-5
1306,2025-08-04,0.0223,0,-5
1306,2025-08-04,0.0223,0,-5
2658,2025-08-14,0.0067,0,64
763,2025-08-12,0.0241,0,-2
763,2025-08-12,0.0241,0,-2
763,2025-08-12,0.0241,0,-2
1564,2025-08-07,0.0060,0,79
2189,2025-08-07,0.0060,0,-5
972,2025-08-11,0.0031,0,21
2628,2025-08-15,0.0120,0,-5
1801,2025-08-05,0.0043,0,3
1577,2025-08-15,0.0085,0,-1
2251,2025-08-06,0.0079,0,-3
4610,2025-08-10,0.0200,0,-7
1363,2025-08-13,0.0050,0,-5
2100,2025-08-10,0.0060,0,-5
359,2025-08-01,0.0067,0,-4
3465,2025-08-05,0.0263,0,16
5118,2025-08-09,0.0200,0,-6
1878,2025-08-04,0.0050,0,-1
5729,2025-08-01,0.0200,0,-8
2202,2025-08-04,0.0056,0,60
2195,2025-08-15,0.0060,0,1
1156,2025-08-15,0.0056,0,4
1776,2025-08-13,0.0120,0,99
5289,2025-08-08,0.0200,0,119
580,2025-08-02,0.0056,0,8
5353,2025-08-13,0.0200,0,-7
476,2025-08-07,0.0067,0,-2
2254,2025-08-13,0.0050,0,5
5637,2025-08-08,0.0200,0,-5
476,2025-08-07,0.0067,0,-2
1599,2025-08-11,0.0055,0,-1
1224,2025-08-10,0.0056,0,-5
1224,2025-08-10,0.0056,0,-5
2195,2025-08-01,0.0060,0,2
1421,2025-08-03,0.0100,0,-4
2666,2025-08-07,0.0050,0,-4
5963,2025-08-08,0.0143,0,-5
1776,2025-08-09,0.0060,0,2
1270,2025-08-09,0.0223,0,31
1708,2025-08-07,0.0079,0,3
4501,2025-08-07,0.0200,0,-5
5118,2025-08-02,0.0400,3,1
416,2025-08-08,0.0082,0,-2
1617,2025-08-14,0.0120,0,69
4452,2025-08-01,0.0200,0,-2
2653,2025-08-11,0.0112,0,-4
1933,2025-08-07,0.0056,0,-3
1785,2025-08-01,0.0056,0,24
1347,2025-08-02,0.0168,0,9
1347,2025-08-02,0.0168,0,9
1215,2025-08-09,0.0120,0,-2
2137,2025-08-07,0.0060,0,-1
1224,2025-08-03,0.0056,0,-8
2616,2025-08-08,0.0060,0,-3
920,2025-08-03,0.0060,0,22
2006,2025-08-02,0.0060,0,2
1387,2025-08-02,0.0027,0,3
763,2025-08-08,0.0060,0,38
2040,2025-08-08,0.0056,0,23
5810,2025-08-05,0.0400,4,-6
4482,2025-08-07,0.0200,0,-4
4792,2025-08-09,0.0132,0,5
2147,2025-08-04,0.0159,0,2
1577,2025-08-10,0.0085,0,218
1584,2025-08-03,0.0050,0,-5
2629,2025-08-06,0.0056,0,-5
3655,2025-08-07,0.0132,0,-2
1617,2025-08-15,0.0060,0,-5
533,2025-08-03,0.0067,0,6
3641,2025-08-03,0.0132,0,-1
1708,2025-08-10,0.0079,0,26
503,2025-08-02,0.0043,0,27
3421,2025-08-06,0.0132,0,6
422,2025-08-12,0.0031,0,33
987,2025-08-14,0.0063,0,242
468,2025-08-12,0.0056,0,2
5320,2025-08-03,0.0200,0,18
3536,2025-08-11,0.0263,0,-5
399,2025-08-11,0.0060,0,-5
563,2025-08-04,0.0050,0,3
1361,2025-08-09,0.0079,0,6
4429,2025-08-08,0.0200,0,5
4395,2025-08-15,0.0200,0,1
5395,2025-08-08,0.0143,0,-5
467,2025-08-13,0.0079,0,-1
1830,2025-08-11,0.0067,0,-2
907,2025-08-15,0.0126,0,116
5447,2025-08-06,0.0143,0,8
1708,2025-08-15,0.0079,0,11
5948,2025-08-07,0.0132,0,2
5260,2025-08-06,0.0200,0,-10
1069,2025-08-02,0.0079,0,-4
1584,2025-08-12,0.0100,0,1
1584,2025-08-12,0.0100,0,1
2683,2025-08-08,0.0060,0,0
2414,2025-08-05,0.0060,0,-5
1577,2025-08-12,0.0043,0,-4
2059,2025-08-07,0.0056,0,66
1361,2025-08-15,0.0060,0,18
1421,2025-08-08,0.0050,0,-7
5398,2025-08-15,0.0263,0,-4
2067,2025-08-11,0.0060,0,-9
1030,2025-08-01,0.0067,0,45
2665,2025-08-12,0.0056,0,152
5447,2025-08-07,0.0286,0,91
4502,2025-08-08,0.0200,0,-9
714,2025-08-11,0.0079,0,-5
1941,2025-08-05,0.0079,0,-8
2075,2025-08-09,0.0181,0,2
2075,2025-08-09,0.0181,0,2
5712,2025-08-04,0.0132,0,-4
2254,2025-08-08,0.0050,0,-7
2148,2025-08-03,0.0067,0,19
1677,2025-08-01,0.0181,0,6
1677,2025-08-01,0.0181,0,6
422,2025-08-02,0.0031,0,3
1124,2025-08-15,0.0056,0,53
1030,2025-08-04,0.0050,0,129
1335,2025-08-01,0.0056,0,7
1044,2025-08-05,0.0043,0,-3
4186,2025-08-07,0.0200,0,-4
1899,2025-08-13,0.0079,2,71
1363,2025-08-13,0.0050,0,-5
881,2025-08-03,0.0031,0,25
1941,2025-08-04,0.0079,0,-2
1775,2025-08-05,0.0112,0,-4
1834,2025-08-14,0.0060,0,534
1923,2025-08-14,0.0056,0,98
5930,2025-08-02,0.0143,0,0
1316,2025-08-04,0.0079,0,-5
970,2025-08-02,0.0157,0,-7
576,2025-08-04,0.0150,0,1
1980,2025-08-01,0.0060,0,0
1779,2025-08-14,0.0056,0,15
5358,2025-08-15,0.0600,0,98
5358,2025-08-15,0.0600,0,98
1793,2025-08-15,0.0079,0,-1
2487,2025-08-02,0.0181,0,14
664,2025-08-14,0.0060,0,102
422,2025-08-14,0.0094,0,3
422,2025-08-10,0.0031,0,5
490,2025-08-12,0.0079,0,0
920,2025-08-05,0.0120,0,6
920,2025-08-05,0.0120,0,6
2343,2025-08-15,0.0056,0,9
1974,2025-08-04,0.0159,0,-3
5447,2025-08-06,0.0143,0,8
5290,2025-08-04,0.0132,0,104
4739,2025-08-05,0.0200,0,-11
1803,2025-08-04,0.0050,0,-4
3614,2025-08-01,0.0132,0,65
2494,2025-08-13,0.0056,0,16
1857,2025-08-04,0.0060,0,-2
481,2025-08-12,0.0079,0,129
845,2025-08-10,0.0031,0,90
3603,2025-08-15,0.0143,0,-12
1328,2025-08-04,0.0112,0,-4
1495,2025-08-09,0.0112,0,45
3525,2025-08-14,0.0132,0,0
4184,2025-08-07,0.0200,0,1
4461,2025-08-08,0.0200,0,-14
4739,2025-08-08,0.1200,0,-5
4739,2025-08-08,0.1200,0,-5
4739,2025-08-08,0.1200,0,-5
1859,2025-08-02,0.0079,0,-2
2488,2025-08-15,0.0060,0,-6
5344,2025-08-11,0.0200,0,-6
600,2025-08-11,0.0112,0,-4
476,2025-08-07,0.0067,0,-2
307,2025-08-04,0.0079,0,-9
534,2025-08-10,0.0050,0,404
714,2025-08-03,0.0067,0,18
2144,2025-08-05,0.0079,0,4
534,2025-08-13,0.0050,0,117
5435,2025-08-10,0.0526,6,4
5435,2025-08-10,0.0526,6,4
5038,2025-08-08,0.0400,0,-4
2684,2025-08-08,0.0112,0,-8
1168,2025-08-08,0.0050,0,24
5290,2025-08-01,0.0143,0,16
1097,2025-08-08,0.0159,0,-5
4474,2025-08-03,0.0200,0,-1
2677,2025-08-11,0.0114,0,-3
764,2025-08-11,0.0079,0,-3
2657,2025-08-12,0.0056,0,31
503,2025-08-10,0.0043,0,10
2067,2025-08-14,0.0120,0,84
944,2025-08-06,0.0063,5,-1
580,2025-08-02,0.0112,0,8
2640,2025-08-12,0.0079,0,-7
1677,2025-08-02,0.0060,0,0
1168,2025-08-11,0.0050,0,72
2254,2025-08-13,0.0050,0,5
2616,2025-08-08,0.0120,0,-3
286,2025-08-11,0.0056,0,-2
1335,2025-08-01,0.0056,0,7
2417,2025-08-01,0.0056,0,5
1347,2025-08-02,0.0056,0,9
1577,2025-08-02,0.0043,0,0
3498,2025-08-08,0.0132,0,-6
1387,2025-08-11,0.0029,0,2
1941,2025-08-07,0.0159,0,0
1129,2025-08-13,0.0056,0,102
2389,2025-08-09,0.0112,0,45
5852,2025-08-01,0.0263,0,-4
399,2025-08-09,0.0060,0,-4
2006,2025-08-09,0.0241,0,10
2006,2025-08-09,0.0241,0,10
2401,2025-08-10,0.0241,0,-10
2401,2025-08-10,0.0241,0,-10
1361,2025-08-03,0.0238,0,21
1361,2025-08-03,0.0238,0,21
695,2025-08-04,0.0112,0,8
490,2025-08-01,0.0079,0,-3
5352,2025-08-10,0.0200,0,1
2385,2025-08-06,0.0120,0,-2
2155,2025-08-15,0.0043,0,94
399,2025-08-03,0.0181,0,-9
2666,2025-08-02,0.0200,2,-4
1209,2025-08-15,0.0112,0,5
1209,2025-08-15,0.0112,0,5
2684,2025-08-07,0.0168,0,-8
845,2025-08-03,0.0063,0,7
845,2025-08-03,0.0063,0,7
5499,2025-08-01,0.0200,0,16
2378,2025-08-05,0.0150,0,7
276,2025-08-01,0.0050,0,12
4481,2025-08-08,0.0200,0,-6
1209,2025-08-15,0.0056,0,5
1387,2025-08-11,0.0029,0,2
5603,2025-08-03,0.0200,0,-5
276,2025-08-02,0.0050,0,13
2144,2025-08-08,0.0060,0,-1
2424,2025-08-06,0.0056,0,10
1616,2025-08-09,0.0067,0,72
276,2025-08-07,0.0050,0,78
1660,2025-08-11,0.0085,0,4
2251,2025-08-05,0.0079,0,7
