flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,norm_pressure,norm_load,norm_ssr,norm_bags,difficulty_score,difficulty_category
1974,2025-08-01,ORD,PWM,0.007,0.785,0.000,0.129,0.33,Difficult
2172,2025-08-01,ORD,FAI,0.011,0.473,0.085,0.394,0.33,Difficult
1761,2025-08-11,ORD,FAT,0.007,0.629,0.074,0.191,0.33,Difficult
1801,2025-08-14,ORD,DEN,0.014,0.563,0.160,0.183,0.33,Difficult
2677,2025-08-04,ORD,IAD,0.008,0.522,0.255,0.051,0.33,Difficult
944,2025-08-02,ORD,FRA,0.002,0.552,0.606,0.523,0.33,Difficult
929,2025-08-08,ORD,LHR,0.020,0.574,0.117,0.134,0.33,Difficult
2243,2025-08-15,ORD,RIC,0.009,0.556,0.128,0.191,0.33,Difficult
1742,2025-08-06,ORD,JAX,0.010,0.588,0.138,0.137,0.33,Difficult
5624,2025-08-01,ORD,LEX,0.008,0.555,0.181,0.114,0.33,Difficult
2417,2025-08-08,ORD,SAN,0.011,0.713,0.021,0.166,0.33,Difficult
1660,2025-08-09,ORD,SFO,0.009,0.678,0.011,0.217,0.33,Difficult
1324,2025-08-06,ORD,SFO,0.012,0.605,0.138,0.174,0.33,Difficult
1983,2025-08-02,ORD,LAX,0.008,0.608,0.106,0.194,0.33,Difficult
3433,2025-08-02,ORD,CVG,0.004,0.677,0.053,0.211,0.33,Difficult
288,2025-08-09,ORD,SNN,0.008,0.518,0.149,0.283,0.33,Difficult
1182,2025-08-11,ORD,SJC,0.012,0.639,0.096,0.157,0.33,Difficult
1144,2025-08-02,ORD,ONT,0.009,0.571,0.181,0.171,0.33,Difficult
1156,2025-08-04,ORD,MSY,0.014,0.607,0.043,0.240,0.33,Difficult
2172,2025-08-03,ORD,FAI,0.011,0.430,0.191,0.326,0.33,Difficult
5964,2025-08-08,ORD,CID,0.008,0.613,0.160,0.137,0.33,Difficult
2652,2025-08-05,ORD,RSW,0.010,0.571,0.202,0.140,0.33,Difficult
2494,2025-08-06,ORD,MCI,0.012,0.524,0.085,0.340,0.33,Difficult
2652,2025-08-06,ORD,RSW,0.010,0.594,0.128,0.151,0.33,Difficult
5131,2025-08-07,ORD,CMX,0.012,0.556,0.191,0.097,0.33,Difficult
2154,2025-08-14,ORD,ROC,0.016,0.540,0.170,0.203,0.33,Difficult
1178,2025-08-15,ORD,ORF,0.007,0.651,0.085,0.174,0.33,Difficult
920,2025-08-08,ORD,LHR,0.052,0.633,0.074,0.071,0.33,Difficult
1710,2025-08-02,ORD,SMF,0.012,0.607,0.043,0.289,0.33,Difficult
4518,2025-08-02,ORD,STL,0.002,0.698,0.053,0.177,0.33,Difficult
1742,2025-08-01,ORD,JAX,0.010,0.594,0.138,0.123,0.33,Difficult
288,2025-08-15,ORD,SNN,0.001,0.608,0.021,0.354,0.33,Difficult
422,2025-08-01,ORD,ATH,0.013,0.603,0.043,0.283,0.33,Difficult
5964,2025-08-06,ORD,CID,0.008,0.684,0.064,0.131,0.33,Difficult
592,2025-08-01,ORD,JAC,0.012,0.573,0.138,0.209,0.33,Difficult
5534,2025-08-09,ORD,OMA,0.020,0.663,0.053,0.171,0.33,Difficult
920,2025-08-10,ORD,LHR,0.001,0.558,0.223,0.089,0.33,Difficult
1030,2025-08-10,ORD,ABQ,0.009,0.525,0.223,0.126,0.33,Difficult
2154,2025-08-15,ORD,ROC,0.016,0.503,0.106,0.291,0.33,Difficult
349,2025-08-11,ORD,BTV,0.008,0.552,0.117,0.254,0.33,Difficult
4519,2025-08-09,ORD,SCE,0.006,0.621,0.128,0.140,0.33,Difficult
1761,2025-08-04,ORD,FAT,0.010,0.551,0.202,0.117,0.33,Difficult
2184,2025-08-02,ORD,EGE,0.004,0.711,0.064,0.166,0.33,Difficult
920,2025-08-02,ORD,LHR,0.001,0.607,0.170,0.114,0.33,Difficult
1347,2025-08-02,ORD,FLL,0.009,0.634,0.149,0.106,0.33,Difficult
5251,2025-08-08,ORD,ASE,0.008,0.746,0.032,0.091,0.33,Difficult
1967,2025-08-05,ORD,LAX,0.014,0.580,0.149,0.126,0.33,Difficult
2481,2025-08-13,ORD,SYR,0.010,0.650,0.064,0.217,0.33,Difficult
909,2025-08-05,ORD,AMS,0.016,0.436,0.149,0.311,0.33,Difficult
2497,2025-08-11,ORD,DTW,0.010,0.577,0.128,0.174,0.33,Difficult
5534,2025-08-03,ORD,OMA,0.008,0.577,0.117,0.177,0.33,Difficult
4416,2025-08-03,ORD,STL,0.007,0.632,0.170,0.060,0.33,Difficult
1124,2025-08-11,ORD,IAH,0.012,0.582,0.106,0.220,0.33,Difficult
1178,2025-08-14,ORD,ORF,0.011,0.599,0.085,0.189,0.33,Difficult
1801,2025-08-11,ORD,DEN,0.014,0.557,0.128,0.249,0.33,Difficult
580,2025-08-12,ORD,PDX,0.007,0.585,0.128,0.183,0.33,Difficult
2211,2025-08-07,ORD,SEA,0.010,0.581,0.096,0.200,0.33,Difficult
944,2025-08-13,ORD,FRA,0.010,0.631,0.404,0.669,0.33,Difficult
1974,2025-08-13,ORD,PWM,0.007,0.568,0.170,0.140,0.33,Difficult
2426,2025-08-09,ORD,IAH,0.013,0.604,0.128,0.174,0.33,Difficult
739,2025-08-04,ORD,BZN,0.012,0.603,0.085,0.191,0.33,Difficult
2658,2025-08-12,ORD,SMF,0.012,0.473,0.181,0.240,0.33,Difficult
953,2025-08-10,ORD,MUC,0.002,0.409,0.287,0.266,0.33,Difficult
1144,2025-08-05,ORD,ONT,0.029,0.642,0.106,0.049,0.33,Difficult
1710,2025-08-10,ORD,SMF,0.011,0.531,0.181,0.177,0.33,Difficult
1983,2025-08-09,ORD,LAX,0.008,0.711,0.064,0.129,0.33,Difficult
881,2025-08-10,ORD,HND,0.004,0.569,0.447,0.743,0.33,Difficult
5320,2025-08-05,ORD,MKE,0.003,0.599,0.234,0.054,0.33,Difficult
2059,2025-08-05,ORD,PDX,0.003,0.634,0.096,0.231,0.33,Difficult
1708,2025-08-09,ORD,CLE,0.007,0.534,0.170,0.180,0.33,Difficult
617,2025-08-02,ORD,CLT,0.010,0.516,0.149,0.286,0.33,Difficult
1785,2025-08-11,ORD,EWR,0.008,0.631,0.160,0.074,0.33,Difficult
6002,2025-08-10,ORD,AVL,0.009,0.577,0.170,0.117,0.33,Difficult
1583,2025-08-12,ORD,BWI,0.011,0.485,0.128,0.349,0.33,Difficult
2278,2025-08-09,ORD,SEA,0.012,0.608,0.106,0.194,0.33,Difficult
312,2025-08-02,ORD,CHS,0.009,0.651,0.064,0.189,0.33,Difficult
1580,2025-08-03,ORD,YVR,0.015,0.627,0.160,0.089,0.33,Difficult
2424,2025-08-01,ORD,RDU,0.011,0.527,0.128,0.226,0.33,Difficult
3628,2025-08-02,ORD,IND,0.012,0.548,0.085,0.260,0.33,Difficult
2426,2025-08-08,ORD,IAH,0.013,0.591,0.117,0.143,0.33,Difficult
1708,2025-08-13,ORD,CLE,0.009,0.672,0.074,0.109,0.33,Difficult
1178,2025-08-13,ORD,ORF,0.013,0.543,0.149,0.217,0.33,Difficult
5964,2025-08-04,ORD,CID,0.019,0.670,0.032,0.146,0.33,Difficult
739,2025-08-07,ORD,BZN,0.074,0.538,0.021,0.157,0.33,Difficult
1616,2025-08-13,ORD,GRR,0.008,0.534,0.117,0.277,0.33,Difficult
1710,2025-08-06,ORD,SMF,0.012,0.601,0.138,0.149,0.33,Difficult
987,2025-08-05,ORD,CDG,0.009,0.492,0.234,0.177,0.33,Difficult
2394,2025-08-02,ORD,DEN,0.012,0.629,0.043,0.211,0.33,Difficult
5833,2025-08-14,ORD,DTW,0.015,0.641,0.043,0.191,0.33,Difficult
1785,2025-08-02,ORD,EWR,0.013,0.598,0.170,0.091,0.33,Difficult
929,2025-08-09,ORD,LHR,0.020,0.584,0.128,0.103,0.33,Difficult
2677,2025-08-13,ORD,IAD,0.008,0.593,0.202,0.106,0.33,Difficult
5915,2025-08-02,ORD,LNK,0.010,0.632,0.149,0.109,0.33,Difficult
288,2025-08-12,ORD,SNN,0.008,0.491,0.213,0.191,0.33,Difficult
349,2025-08-04,ORD,BTV,0.055,0.506,0.074,0.231,0.33,Difficult
1761,2025-08-09,ORD,FAT,0.008,0.517,0.191,0.163,0.33,Difficult
1742,2025-08-04,ORD,JAX,0.010,0.607,0.128,0.149,0.33,Difficult
1030,2025-08-05,ORD,ABQ,0.012,0.677,0.096,0.129,0.33,Difficult
2424,2025-08-11,ORD,RDU,0.011,0.628,0.043,0.231,0.33,Difficult
929,2025-08-05,ORD,LHR,0.012,0.538,0.202,0.123,0.33,Difficult
288,2025-08-14,ORD,SNN,0.008,0.608,0.096,0.257,0.33,Difficult
1761,2025-08-13,ORD,FAT,0.007,0.551,0.160,0.183,0.33,Difficult
1859,2025-08-09,ORD,SNA,0.011,0.625,0.138,0.083,0.33,Difficult
2278,2025-08-05,ORD,SEA,0.012,0.613,0.085,0.194,0.33,Difficult
118,2025-08-08,ORD,EDI,0.013,0.528,0.106,0.289,0.33,Difficult
5847,2025-08-09,ORD,DSM,0.006,0.649,0.096,0.154,0.33,Difficult
374,2025-08-02,ORD,MSP,0.009,0.560,0.064,0.289,0.33,Difficult
1182,2025-08-08,ORD,SJC,0.014,0.683,0.021,0.209,0.33,Difficult
1347,2025-08-15,ORD,FLL,0.021,0.588,0.106,0.194,0.33,Difficult
2039,2025-08-11,ORD,MCO,0.013,0.569,0.138,0.200,0.33,Difficult
3604,2025-08-04,ORD,CMH,0.015,0.591,0.170,0.071,0.33,Difficult
2179,2025-08-05,ORD,SFO,0.004,0.570,0.223,0.091,0.33,Difficult
929,2025-08-01,ORD,LHR,0.008,0.630,0.085,0.154,0.33,Difficult
1776,2025-08-07,ORD,PHL,0.011,0.545,0.213,0.137,0.33,Difficult
349,2025-08-09,ORD,BTV,0.008,0.683,0.043,0.203,0.33,Difficult
1989,2025-08-15,ORD,BOS,0.010,0.585,0.160,0.191,0.33,Difficult
5534,2025-08-02,ORD,OMA,0.008,0.562,0.128,0.209,0.33,Difficult
291,2025-08-15,ORD,BDL,0.011,0.570,0.096,0.251,0.33,Difficult
5652,2025-08-02,ORD,GEG,0.012,0.605,0.138,0.117,0.33,Difficult
2059,2025-08-08,ORD,PDX,0.009,0.627,0.074,0.206,0.33,Difficult
2154,2025-08-06,ORD,ROC,0.016,0.488,0.160,0.231,0.33,Difficult
2494,2025-08-04,ORD,MCI,0.012,0.488,0.170,0.286,0.33,Difficult
5833,2025-08-01,ORD,DTW,0.007,0.627,0.074,0.186,0.33,Difficult
929,2025-08-07,ORD,LHR,0.001,0.489,0.266,0.169,0.33,Difficult
4638,2025-08-02,ORD,COS,0.011,0.562,0.160,0.126,0.33,Difficult
2148,2025-08-09,ORD,SAT,0.012,0.625,0.085,0.183,0.33,Difficult
1742,2025-08-11,ORD,JAX,0.008,0.476,0.160,0.289,0.33,Difficult
580,2025-08-01,ORD,PDX,0.012,0.625,0.106,0.177,0.33,Difficult
1660,2025-08-02,ORD,SFO,0.009,0.643,0.053,0.180,0.33,Difficult
5290,2025-08-08,ORD,BOI,0.010,0.567,0.245,0.074,0.33,Difficult
2394,2025-08-01,ORD,DEN,0.011,0.587,0.138,0.134,0.33,Difficult
2243,2025-08-02,ORD,RIC,0.009,0.639,0.000,0.260,0.33,Difficult
1347,2025-08-01,ORD,FLL,0.012,0.604,0.160,0.089,0.33,Difficult
2155,2025-08-11,ORD,LAX,0.014,0.570,0.149,0.134,0.33,Difficult
481,2025-08-08,ORD,RNO,0.008,0.716,0.096,0.089,0.33,Difficult
1269,2025-08-02,ORD,CLE,0.014,0.607,0.085,0.254,0.33,Difficult
592,2025-08-03,ORD,JAC,0.012,0.664,0.021,0.183,0.33,Difficult
1616,2025-08-04,ORD,GRR,0.010,0.457,0.191,0.254,0.33,Difficult
1989,2025-08-01,ORD,BOS,0.013,0.610,0.128,0.097,0.33,Difficult
1905,2025-08-11,ORD,PIT,0.010,0.647,0.085,0.166,0.33,Difficult
2147,2025-08-05,ORD,ALB,0.007,0.599,0.149,0.146,0.33,Difficult
1710,2025-08-11,ORD,SMF,0.013,0.562,0.043,0.320,0.33,Difficult
1182,2025-08-01,ORD,SJC,0.008,0.573,0.128,0.191,0.33,Difficult
2481,2025-08-01,ORD,SYR,0.010,0.647,0.064,0.203,0.33,Difficult
2211,2025-08-01,ORD,SEA,0.013,0.621,0.032,0.226,0.33,Difficult
2179,2025-08-04,ORD,SFO,0.014,0.573,0.149,0.126,0.33,Difficult
1124,2025-08-13,ORD,IAH,0.010,0.494,0.149,0.266,0.33,Difficult
953,2025-08-15,ORD,MUC,0.001,0.550,0.117,0.343,0.33,Difficult
1616,2025-08-05,ORD,GRR,0.010,0.436,0.234,0.220,0.33,Difficult
3542,2025-08-02,ORD,YUL,0.012,0.785,0.011,0.054,0.33,Difficult
2426,2025-08-03,ORD,IAH,0.013,0.622,0.096,0.123,0.33,Difficult
2417,2025-08-05,ORD,SAN,0.011,0.591,0.074,0.240,0.33,Difficult
2154,2025-08-04,ORD,ROC,0.012,0.594,0.085,0.260,0.33,Difficult
265,2025-08-02,ORD,YYZ,0.017,0.599,0.128,0.117,0.33,Difficult
1859,2025-08-08,ORD,SNA,0.012,0.677,0.128,0.091,0.33,Difficult
1580,2025-08-01,ORD,YVR,0.012,0.644,0.085,0.131,0.33,Difficult
909,2025-08-12,ORD,AMS,0.005,0.429,0.245,0.263,0.33,Difficult
2172,2025-08-09,ORD,FAI,0.009,0.483,0.117,0.366,0.33,Difficult
1580,2025-08-02,ORD,YVR,0.019,0.637,0.106,0.083,0.33,Difficult
580,2025-08-11,ORD,PDX,0.011,0.591,0.043,0.280,0.33,Difficult
3716,2025-08-01,ORD,CMH,0.018,0.591,0.160,0.120,0.33,Difficult
1801,2025-08-05,ORD,DEN,0.012,0.584,0.043,0.329,0.33,Difficult
2179,2025-08-09,ORD,SFO,0.014,0.650,0.085,0.146,0.33,Difficult
2278,2025-08-03,ORD,SEA,0.012,0.610,0.160,0.134,0.33,Difficult
1124,2025-08-10,ORD,IAH,0.012,0.616,0.128,0.143,0.33,Difficult
1775,2025-08-04,ORD,FLL,0.045,0.552,0.138,0.049,0.33,Difficult
2658,2025-08-14,ORD,SMF,0.007,0.527,0.149,0.214,0.33,Difficult
5790,2025-08-03,ORD,CRW,0.005,0.687,0.085,0.094,0.33,Difficult
1761,2025-08-15,ORD,FAT,0.011,0.491,0.191,0.211,0.33,Difficult
2677,2025-08-03,ORD,IAD,0.008,0.605,0.160,0.134,0.33,Difficult
2148,2025-08-04,ORD,SAT,0.012,0.690,0.000,0.246,0.33,Difficult
2202,2025-08-09,ORD,IAH,0.010,0.616,0.106,0.197,0.33,Difficult
1801,2025-08-01,ORD,DEN,0.012,0.598,0.074,0.291,0.33,Difficult
1859,2025-08-02,ORD,SNA,0.012,0.694,0.032,0.146,0.33,Difficult
2424,2025-08-14,ORD,RDU,0.013,0.500,0.074,0.354,0.33,Difficult
374,2025-08-15,ORD,MSP,0.013,0.521,0.117,0.171,0.32,Difficult
664,2025-08-02,ORD,LGA,0.002,0.617,0.117,0.083,0.32,Difficult
2424,2025-08-03,ORD,RDU,0.011,0.524,0.096,0.206,0.32,Difficult
1776,2025-08-13,ORD,PHL,0.055,0.591,0.000,0.120,0.32,Difficult
5652,2025-08-13,ORD,GEG,0.008,0.584,0.128,0.083,0.32,Difficult
2039,2025-08-01,ORD,MCO,0.013,0.670,0.000,0.120,0.32,Difficult
312,2025-08-04,ORD,CHS,0.011,0.690,0.021,0.120,0.32,Difficult
2059,2025-08-06,ORD,PDX,0.011,0.543,0.138,0.174,0.32,Difficult
5624,2025-08-05,ORD,LEX,0.002,0.649,0.064,0.097,0.32,Difficult
2417,2025-08-01,ORD,SAN,0.011,0.567,0.106,0.174,0.32,Difficult
5868,2025-08-13,ORD,YWG,0.004,0.613,0.043,0.163,0.32,Difficult
1583,2025-08-01,ORD,BWI,0.010,0.598,0.011,0.217,0.32,Difficult
2424,2025-08-07,ORD,RDU,0.011,0.576,0.074,0.166,0.32,Difficult
1967,2025-08-01,ORD,LAX,0.012,0.582,0.096,0.100,0.32,Difficult
1398,2025-08-02,ORD,ATL,0.011,0.591,0.032,0.240,0.32,Difficult
1708,2025-08-14,ORD,CLE,0.011,0.634,0.053,0.160,0.32,Difficult
291,2025-08-13,ORD,BDL,0.011,0.578,0.064,0.163,0.32,Difficult
1580,2025-08-08,ORD,YVR,0.012,0.640,0.064,0.071,0.32,Difficult
2202,2025-08-08,ORD,IAH,0.011,0.558,0.117,0.126,0.32,Difficult
1660,2025-08-15,ORD,SFO,0.009,0.563,0.128,0.157,0.32,Difficult
4638,2025-08-01,ORD,COS,0.011,0.534,0.191,0.100,0.32,Difficult
1124,2025-08-12,ORD,IAH,0.013,0.561,0.043,0.246,0.32,Difficult
5637,2025-08-01,ORD,GRB,0.008,0.708,0.000,0.111,0.32,Difficult
4792,2025-08-01,ORD,ROA,0.008,0.591,0.149,0.063,0.32,Difficult
592,2025-08-05,ORD,JAC,0.012,0.426,0.266,0.111,0.32,Difficult
374,2025-08-07,ORD,MSP,0.013,0.564,0.138,0.129,0.32,Difficult
1801,2025-08-03,ORD,DEN,0.014,0.552,0.117,0.174,0.32,Difficult
4463,2025-08-12,ORD,ABE,0.005,0.589,0.149,0.091,0.32,Difficult
929,2025-08-14,ORD,LHR,0.012,0.375,0.255,0.229,0.32,Difficult
2138,2025-08-05,ORD,LGA,0.274,0.611,0.106,0.043,0.32,Difficult
929,2025-08-10,ORD,LHR,0.012,0.431,0.234,0.200,0.32,Difficult
2148,2025-08-01,ORD,SAT,0.016,0.578,0.032,0.177,0.32,Difficult
2059,2025-08-15,ORD,PDX,0.015,0.561,0.032,0.243,0.32,Difficult
5901,2025-08-14,ORD,FAR,0.006,0.598,0.106,0.097,0.32,Difficult
580,2025-08-10,ORD,PDX,0.012,0.570,0.085,0.200,0.32,Difficult
5631,2025-08-11,ORD,DAY,0.005,0.512,0.181,0.097,0.32,Difficult
920,2025-08-05,ORD,LHR,0.010,0.607,0.106,0.117,0.32,Difficult
2494,2025-08-13,ORD,MCI,0.016,0.451,0.181,0.214,0.32,Difficult
4636,2025-08-11,ORD,SBN,0.011,0.534,0.191,0.043,0.32,Difficult
5526,2025-08-12,ORD,ATW,0.002,0.643,0.096,0.111,0.32,Difficult
929,2025-08-06,ORD,LHR,0.008,0.597,0.074,0.149,0.32,Difficult
1324,2025-08-04,ORD,SFO,0.012,0.561,0.149,0.114,0.32,Difficult
349,2025-08-12,ORD,BTV,0.011,0.456,0.106,0.334,0.32,Difficult
4636,2025-08-14,ORD,SBN,0.009,0.643,0.074,0.057,0.32,Difficult
349,2025-08-15,ORD,BTV,0.010,0.568,0.053,0.266,0.32,Difficult
3635,2025-08-02,ORD,MSN,0.011,0.649,0.000,0.214,0.32,Difficult
349,2025-08-02,ORD,BTV,0.008,0.638,0.011,0.186,0.32,Difficult
3716,2025-08-02,ORD,CMH,0.008,0.584,0.000,0.283,0.32,Difficult
2652,2025-08-03,ORD,RSW,0.013,0.647,0.000,0.166,0.32,Difficult
5314,2025-08-04,ORD,LNK,0.010,0.556,0.170,0.069,0.32,Difficult
3716,2025-08-08,ORD,CMH,0.012,0.570,0.096,0.157,0.32,Difficult
1785,2025-08-09,ORD,EWR,0.013,0.500,0.223,0.077,0.32,Difficult
4792,2025-08-09,ORD,ROA,0.009,0.548,0.128,0.100,0.32,Difficult
5534,2025-08-05,ORD,OMA,0.020,0.562,0.149,0.097,0.32,Difficult
5847,2025-08-11,ORD,DSM,0.012,0.527,0.128,0.171,0.32,Difficult
1905,2025-08-13,ORD,PIT,0.012,0.559,0.085,0.203,0.32,Difficult
4518,2025-08-15,ORD,STL,0.011,0.610,0.043,0.137,0.32,Difficult
845,2025-08-05,ORD,GRU,0.006,0.493,0.457,0.771,0.32,Difficult
2394,2025-08-13,ORD,DEN,0.009,0.543,0.128,0.117,0.32,Difficult
1269,2025-08-09,ORD,CLE,0.009,0.517,0.117,0.226,0.32,Difficult
2059,2025-08-14,ORD,PDX,0.012,0.576,0.096,0.180,0.32,Difficult
2658,2025-08-08,ORD,SMF,0.007,0.589,0.053,0.174,0.32,Difficult
4636,2025-08-04,ORD,SBN,0.010,0.556,0.160,0.091,0.32,Difficult
2059,2025-08-07,ORD,PDX,0.011,0.558,0.064,0.191,0.32,Difficult
953,2025-08-11,ORD,MUC,0.001,0.398,0.255,0.240,0.32,Difficult
3663,2025-08-04,ORD,BGR,0.007,0.548,0.128,0.114,0.32,Difficult
1660,2025-08-12,ORD,SFO,0.010,0.584,0.085,0.149,0.32,Difficult
695,2025-08-10,ORD,SJU,0.010,0.549,0.074,0.214,0.32,Difficult
2658,2025-08-11,ORD,SMF,0.007,0.621,0.064,0.191,0.32,Difficult
1335,2025-08-04,ORD,BUF,0.012,0.527,0.074,0.263,0.32,Difficult
1335,2025-08-05,ORD,BUF,0.013,0.509,0.085,0.229,0.32,Difficult
3716,2025-08-14,ORD,CMH,0.012,0.570,0.106,0.111,0.32,Difficult
2172,2025-08-15,ORD,FAI,0.011,0.450,0.085,0.337,0.32,Difficult
4792,2025-08-05,ORD,ROA,0.008,0.598,0.117,0.060,0.32,Difficult
617,2025-08-03,ORD,CLT,0.010,0.581,0.149,0.091,0.32,Difficult
1801,2025-08-10,ORD,DEN,0.014,0.591,0.074,0.163,0.32,Difficult
2243,2025-08-01,ORD,RIC,0.001,0.592,0.085,0.220,0.32,Difficult
920,2025-08-06,ORD,LHR,0.001,0.587,0.128,0.089,0.32,Difficult
695,2025-08-08,ORD,SJU,0.010,0.555,0.149,0.134,0.32,Difficult
2481,2025-08-10,ORD,SYR,0.010,0.509,0.202,0.143,0.32,Difficult
5790,2025-08-13,ORD,CRW,0.006,0.512,0.149,0.154,0.32,Difficult
2179,2025-08-07,ORD,SFO,0.014,0.575,0.128,0.100,0.32,Difficult
2394,2025-08-09,ORD,DEN,0.009,0.591,0.085,0.171,0.32,Difficult
349,2025-08-01,ORD,BTV,0.008,0.577,0.074,0.143,0.32,Difficult
2075,2025-08-05,ORD,TPA,0.011,0.591,0.085,0.120,0.32,Difficult
4188,2025-08-02,ORD,GSO,0.008,0.654,0.085,0.057,0.32,Difficult
1616,2025-08-12,ORD,GRR,0.004,0.409,0.202,0.249,0.32,Difficult
349,2025-08-14,ORD,BTV,0.001,0.584,0.064,0.214,0.32,Difficult
739,2025-08-01,ORD,BZN,0.010,0.646,0.021,0.151,0.32,Difficult
5624,2025-08-06,ORD,LEX,0.014,0.584,0.085,0.117,0.32,Difficult
3699,2025-08-09,ORD,PIT,0.005,0.649,0.043,0.134,0.32,Difficult
793,2025-08-05,ORD,DFW,0.011,0.629,0.043,0.197,0.32,Difficult
1616,2025-08-07,ORD,GRR,0.007,0.530,0.096,0.251,0.32,Difficult
1616,2025-08-03,ORD,GRR,0.003,0.519,0.138,0.217,0.32,Difficult
1269,2025-08-11,ORD,CLE,0.010,0.581,0.106,0.129,0.32,Difficult
1660,2025-08-07,ORD,SFO,0.009,0.589,0.085,0.174,0.32,Difficult
1801,2025-08-02,ORD,DEN,0.014,0.484,0.085,0.303,0.32,Difficult
2005,2025-08-03,ORD,TYS,0.009,0.614,0.043,0.160,0.32,Difficult
695,2025-08-07,ORD,SJU,0.010,0.610,0.053,0.151,0.32,Difficult
118,2025-08-09,ORD,EDI,0.007,0.543,0.064,0.300,0.32,Difficult
2243,2025-08-05,ORD,RIC,0.009,0.547,0.106,0.171,0.32,Difficult
1616,2025-08-01,ORD,GRR,0.008,0.586,0.011,0.263,0.32,Difficult
739,2025-08-11,ORD,BZN,0.012,0.527,0.106,0.194,0.32,Difficult
265,2025-08-12,ORD,YYZ,0.012,0.568,0.149,0.074,0.32,Difficult
5392,2025-08-07,ORD,OKC,0.013,0.620,0.000,0.209,0.32,Difficult
1660,2025-08-14,ORD,SFO,0.009,0.552,0.138,0.089,0.32,Difficult
1974,2025-08-08,ORD,PWM,0.007,0.659,0.000,0.137,0.32,Difficult
2427,2025-08-04,ORD,CVG,0.010,0.603,0.043,0.151,0.32,Difficult
312,2025-08-05,ORD,CHS,0.011,0.679,0.000,0.183,0.32,Difficult
481,2025-08-05,ORD,RNO,0.012,0.564,0.170,0.086,0.32,Difficult
5833,2025-08-07,ORD,DTW,0.010,0.562,0.106,0.129,0.32,Difficult
5290,2025-08-02,ORD,BOI,0.010,0.637,0.043,0.111,0.32,Difficult
1983,2025-08-01,ORD,LAX,0.008,0.598,0.064,0.137,0.32,Difficult
1708,2025-08-15,ORD,CLE,0.009,0.556,0.149,0.134,0.32,Difficult
2059,2025-08-13,ORD,PDX,0.015,0.537,0.106,0.151,0.32,Difficult
1616,2025-08-06,ORD,GRR,0.007,0.556,0.096,0.206,0.32,Difficult
5526,2025-08-07,ORD,ATW,0.002,0.708,0.021,0.069,0.32,Difficult
1124,2025-08-06,ORD,IAH,0.012,0.573,0.043,0.243,0.32,Difficult
2179,2025-08-11,ORD,SFO,0.011,0.591,0.064,0.146,0.32,Difficult
1270,2025-08-10,ORD,PUJ,0.012,0.680,0.064,0.074,0.32,Difficult
2155,2025-08-02,ORD,LAX,0.006,0.603,0.043,0.254,0.32,Difficult
592,2025-08-15,ORD,JAC,0.012,0.672,0.000,0.180,0.32,Difficult
2481,2025-08-08,ORD,SYR,0.010,0.578,0.064,0.163,0.32,Difficult
3465,2025-08-02,ORD,GSP,0.009,0.562,0.117,0.134,0.32,Difficult
1324,2025-08-03,ORD,SFO,0.012,0.548,0.170,0.123,0.32,Difficult
3433,2025-08-11,ORD,CVG,0.014,0.627,0.074,0.117,0.32,Difficult
4519,2025-08-05,ORD,SCE,0.007,0.599,0.128,0.117,0.32,Difficult
374,2025-08-05,ORD,MSP,0.008,0.564,0.106,0.134,0.32,Difficult
2179,2025-08-08,ORD,SFO,0.014,0.584,0.064,0.154,0.32,Difficult
5314,2025-08-03,ORD,LNK,0.007,0.665,0.106,0.057,0.32,Difficult
1347,2025-08-04,ORD,FLL,0.009,0.585,0.128,0.083,0.32,Difficult
777,2025-08-14,ORD,LAS,0.019,0.584,0.138,0.080,0.32,Difficult
695,2025-08-03,ORD,SJU,0.010,0.646,0.085,0.109,0.32,Difficult
291,2025-08-07,ORD,BDL,0.004,0.574,0.160,0.109,0.32,Difficult
291,2025-08-11,ORD,BDL,0.011,0.596,0.064,0.211,0.32,Difficult
1182,2025-08-05,ORD,SJC,0.010,0.585,0.074,0.163,0.32,Difficult
5045,2025-08-01,ORD,RHI,0.002,0.741,0.000,0.094,0.32,Difficult
5131,2025-08-04,ORD,CMX,0.012,0.556,0.149,0.071,0.32,Difficult
5352,2025-08-09,ORD,CAK,0.008,0.654,0.064,0.080,0.32,Difficult
2424,2025-08-13,ORD,RDU,0.011,0.567,0.043,0.289,0.32,Difficult
4590,2025-08-09,ORD,MDT,0.004,0.621,0.085,0.077,0.32,Difficult
4518,2025-08-05,ORD,STL,0.004,0.632,0.064,0.143,0.32,Difficult
1989,2025-08-13,ORD,BOS,0.013,0.558,0.074,0.154,0.32,Difficult
288,2025-08-03,ORD,SNN,0.006,0.599,0.074,0.209,0.32,Difficult
1580,2025-08-05,ORD,YVR,0.012,0.627,0.064,0.094,0.32,Difficult
920,2025-08-11,ORD,LHR,0.010,0.525,0.191,0.071,0.32,Difficult
5314,2025-08-11,ORD,LNK,0.010,0.480,0.234,0.063,0.32,Difficult
2154,2025-08-12,ORD,ROC,0.008,0.403,0.170,0.283,0.32,Difficult
2417,2025-08-03,ORD,SAN,0.011,0.588,0.106,0.146,0.32,Difficult
2497,2025-08-07,ORD,DTW,0.012,0.530,0.160,0.071,0.32,Difficult
